name,status,Usage
Abukai,operating,Private
Hospitality Leaders,operating,Public
Slide,operating,Public
E-Mist Innovations,operating,Private
HelloDisplay,operating,Private
NanoPack,operating,Private
Rhone Apparel,operating,Private
kompany,operating,Public
PDV,operating,Public
"nextSociety, Inc.",operating,Private
Foxy's Pash Frozen Yogurt,operating,Public
DiscoveryBioMed,operating,Private
Gesto Saúde e Tecnologia,operating,Private
Onramp BioInformatics,operating,Private
Ferris,operating,Public
Smallbusiness.com,operating,Public
Axine Water Technologies,operating,Private
Mitrionics,operating,Public
Urban Owl Eyewear,operating,Private
ROLI,operating,Private
Mister Mario,operating,Public
Intouch,operating,Public
StatAce,operating,Private
Wecash,operating,Public
Neven Vision,operating,Private
Enterprise Productivity Software (EPS) Corp.,operating,Private
9+ Program,operating,Public
Therma Flite,operating,Public
SeatWish,operating,Public
NationWide Primary Healthcare Services,operating,Public
Sportboom,operating,Public
Yuenimei,operating,Public
Customizer Storage Solutions,operating,Private
MyFrontSteps,closed,Private
Toma Biosciences,operating,Private
Cardiac Pathways Corp,operating,Private
Imaxio,operating,Private
Higher Learning Technologies(HLT),operating,Private
Main Street Genome,operating,Private
I AM AT,operating,Private
Viscose Closures,operating,Private
Calm.io,operating,Private
YottaMark,operating,Private
Senor Sirloin,operating,Private
Vertical Wind Energy,closed,Public
Celebrations.com,operating,Public
Kolorific,closed,Private
SponDoolies-Tech,operating,Public
MediaSite,operating,Public
Gate2Play,operating,Private
Over60,operating,Private
SterraClimb,operating,Private
Legimi,operating,Private
Silent Communication,operating,Private
Linko Inc.,operating,Private
BRANDiD - Shop. Like a Man.,operating,Public
kidthing,closed,Public
Expensify,operating,Private
GymHit,operating,Private
ClearCube,operating,Public
Parrot,operating,Public
Gigalocal,closed,Private
Communify Health,closed,Private
AeroScout,operating,Private
Fortinet,operating,Private
Advanced Search Laboratories,operating,Public
SeeClickFix,operating,Public
American Oil Solutions,operating,Public
Potentia Power Systems,closed,Private
viseto,closed,Public
Medical Reimbursements of America,operating,Private
traceMyWay,operating,Private
SEE Forge,operating,Private
Buzzwire,closed,Private
EyeCyte,operating,Private
MRPEasy,operating,Private
Melodigram,operating,Public
Panacela Labs,operating,Public
CleanApp,closed,Public
Digium,operating,Private
Pinnacle Transplant Technologies,operating,Public
Globe Wireless,operating,Public
Kura MD,operating,Public
Emair,operating,Public
Webpgr,operating,Private
Tingbot,operating,Public
Mingly,operating,Public
Bank of Georgetown,operating,Public
Keex,closed,Private
Keyi Technology,operating,Public
Winster,operating,Private
AZTherapies,operating,Private
Respondly,operating,Public
Mswipe Technologies,operating,Private
Gameyola,operating,Private
ShopFully,operating,Public
CircuitLab,operating,Public
Total Attorneys,operating,Private
Cleveland Clinic,operating,Private
Silo Labs,operating,Public
LatinCoin,operating,Public
Recomio,operating,Private
Brainspace Corporation,operating,Public
Qvella Corporation,operating,Public
Intersoft Eurasia,operating,Public
Swidjit,operating,Public
Kimerick Technologies,operating,Private
Weiboagent,closed,Public
Melty,operating,Public
EduVision Retail Technologies (Fastudent),operating,Public
Snapsort,operating,Private
Pendix GmbH,operating,Private
MocoSpace,operating,Private
Hivebeat,operating,Private
Aternity,operating,Public
Pansieve,operating,Public
WeLink,operating,Private
Firecomms,operating,Public
Interface Masters,operating,Public
JagTag,operating,Public
Wokup,operating,Private
Kidoodle,operating,Public
Wuhan Kindstar Diagnostics,operating,Public
Wizpert,operating,Public
TipCity,closed,Public
Spoke,operating,Public
Realty 398,operating,Public
General Assembly,operating,Public
Cox Enterprises,operating,Private
AirVM,operating,Public
Orthogem,operating,Private
Vital Energi,operating,Public
OpenX,operating,Private
Mine Shaft Brewing,operating,Public
Sprout Pharmaceuticals,operating,Public
HistoWiz,operating,Private
Stentys,operating,Private
San Marcos Springs,operating,Private
Power Mech Projects,operating,Public
Energryn,operating,Public
New Ed Inc,closed,Private
ChargeSpot,operating,Private
MEDeCOACH,closed,Private
Impact Engine,operating,Public
PERORA,operating,Private
b spot,operating,Private
Snoball,operating,Public
SolvAxis,operating,Public
VBOX,operating,Public
TiVUS,operating,Public
Kaeuferportal,operating,Public
Beestar,operating,Public
Mango,operating,Public
Webjam,operating,Private
mmCHANNEL,closed,Public
CrossFirst Bank,operating,Private
BioLeap,operating,Public
Barunsoft,operating,Public
Nova Ideas,operating,Public
Xelerated,operating,Private
BioRegenerative Sciences,operating,Private
California Arts Council,operating,Public
Pipeline Biomedical Holdings,operating,Private
GigMasters,operating,Public
Flix Innovations Ltd,closed,Public
IPV,operating,Private
Bill's Transport,operating,Public
Princeton eCom,operating,Private
Active Endpoints,operating,Public
Springfield Healthcare,operating,Private
TrueLens,operating,Public
Mobile Medical Testing,operating,Private
"Field Agent, Inc.",operating,Private
Alkymos,operating,Private
ClickGanic,operating,Public
Nugg-it,closed,Private
Experenti,operating,Public
DepoMed,operating,Public
InstallShield Software Corporation,operating,Public
Mr Po Media,operating,Public
Zero Emission Energy Plants (ZEEP),operating,Public
dcBLOX Inc.,operating,Public
G3,operating,Public
Energatix Studio,closed,Private
Breezeworks,operating,Public
Parchment,operating,Private
Mercaris,operating,Private
Fraud Sciences,operating,Public
Seamless Medical Systems,operating,Private
R&D Altanova,operating,Public
IR Media Ventures,operating,Public
Content Ramen,operating,Public
OFACS LLC,operating,Public
La Miu,operating,Private
Decru,operating,Private
Plethora Technology,closed,Public
Innoz,operating,Public
Instapio,operating,Public
Meal In A Jar,operating,Private
Stringify,operating,Private
Isis Parenting,operating,Private
Flux Factory,operating,Private
Apartment Adda,operating,Private
Pheed,operating,Private
Nabsys,operating,Private
Dragonfly List,closed,Private
Geoforce,operating,Private
365Scores,operating,Private
ThinkSuit,operating,Private
Azelon Pharmaceuticals,closed,Public
Traffline,operating,Private
VFA,operating,Public
Lixto Software,operating,Private
Lighter Living,closed,Public
GeneWEAVE,operating,Private
20Dresses,operating,Public
PickUpPal,operating,Public
payworks,operating,Public
K-PAX Pharmaceuticals,operating,Public
Laboratoire M2,operating,Public
Urban Planet Media & Entertainment,operating,Public
iHealthNetworks,operating,Public
Dialoggy,operating,Public
CommutePays,operating,Public
kurv,operating,Private
Greencloud Technologies,operating,Private
Ember Therapeutics,operating,Public
Sagoon,operating,Public
Proximus,operating,Public
Viewabill,operating,Public
Kiwi Crate,operating,Public
Betfair,operating,Private
Boost My Ads,operating,Private
Hyperloop Data,operating,Public
Cartnav,operating,Private
Moov cc.,operating,Public
TNI medical,operating,Private
foosye™,operating,Private
Sight Machine,operating,Private
Senior Cottage,operating,Public
Camino Financial,operating,Private
Ayla,operating,Private
Gecko Health Innovations Inc. (formerly GeckoCap),operating,Private
Popular Pays,operating,Private
TheStylisted,operating,Private
WholeWorldBand,operating,Private
LightPointe,operating,Private
PriceMatch,operating,Private
EnOcean,operating,Public
KUN RUN Biotechnology,operating,Private
Check4cancer Ltd,closed,Private
ServiceFrame,operating,Private
PrimeRevenue,operating,Public
Modebo,operating,Private
Hunner Retail India Private Limited,closed,Public
ClickMechanic,operating,Public
ToneDen,operating,Private
Emitless,operating,Public
Taembe.com,operating,Public
ThisNext,operating,Private
DFKI,operating,Private
Agorize,operating,Private
RobArt,operating,Private
Member Benefits,operating,Public
Everseat,operating,Private
RightNow Technologies,operating,Public
Cubikal,closed,Public
Gracelock Industries,closed,Private
Wonder Forge,operating,Private
MedSynergies,operating,Private
NeoAccel,operating,Public
Access Integrated Healthcare,operating,Public
Jiffi,operating,Public
Ebookpie,operating,Private
WindGen Power Products,operating,Public
Biodico,operating,Private
Orbeus,operating,Public
Eventap,operating,Private
Piggydreams,operating,Public
Qwire Holdings,operating,Public
Social Touch,operating,Private
Motiga,operating,Private
FILLD,operating,Private
Barkibu,operating,Public
AdGent Digital,operating,Private
AnyMeeting,operating,Public
Amba Defence,operating,Private
WorldCover,operating,Public
Doctor.com,operating,Private
Atlas Powered,operating,Private
roomlinx,operating,Public
Responsys,operating,Public
Restlet,operating,Private
BizGround,operating,Private
Sporting Mouth,operating,Public
First Rate Medical Transportation,operating,Private
Rezzcard,operating,Public
Giiv,closed,Private
Renrendai,operating,Public
Limejump,operating,Private
Shop Airlines,operating,Public
GetQd,operating,Private
Baitianshi,operating,Public
Traveling Spoon,operating,Public
Somewhere,operating,Public
Butterfly Health,operating,Private
Sphero,operating,Private
Zomazz,operating,Private
Kibbit,operating,Private
Buddytruk,operating,Private
GrowGeneration,operating,Public
FOURward Thought,closed,Public
tomoguides,closed,Private
Bungles Jungles,operating,Public
Affordit.com,operating,Private
Flexeye,operating,Public
Hashdoc,operating,Public
Owensboro Grain,operating,Public
Tailored Games,operating,Private
Bubbles,operating,Private
Ubidyne,closed,Private
Snowman,closed,Private
Skyview Records,operating,Private
Sparkle.cs,operating,Private
Shanghai Kidstone Network Technology,operating,Public
healthfinch,operating,Private
MyNewFinancialAdvisor,operating,Private
Buck Mason,operating,Public
Erle Robotics,operating,Private
Hive guard unlimited,operating,Public
simplifyMD,closed,Private
Satin Creditcare Network Limited (SCNL),operating,Private
Moow.life - all interesting nearby!,closed,Public
YoVivo,operating,Private
Uniplaces,operating,Public
Valued Relationships,operating,Private
Revetto,closed,Private
vindenmed,operating,Private
SocialNature,closed,Public
Maestrano,operating,Public
Keego,operating,Public
truedash,operating,Public
Sendio,operating,Private
Data Virtuality,operating,Private
Saiguo,operating,Private
Orion Systems Integrators,operating,Public
Unifyo,operating,Private
Enerskin,operating,Public
SaaSMAX Corp.,operating,Private
Splice,operating,Public
imbookin (Pogby),operating,Private
Vue Technology,operating,Private
MediaHound,operating,Private
uShip,operating,Public
HeadBox,operating,Private
Epion Health,operating,Private
D7 Sounds LLC,closed,Private
Naiku,operating,Private
Make YES! Happen,operating,Private
Stratos Genomics,closed,Private
LifeSite,operating,Public
DoneBy,operating,Private
KWAD,operating,Private
SocialSource,operating,Public
IntelliPath,operating,Public
STUDYINBUDAPEST MOBILE APP,operating,Public
Remington Arms Company,operating,Public
PrepClass,operating,Private
Cloak,operating,Public
Hydrophi,operating,Public
BLAZER & FLIP FLOPS,operating,Public
NULATO,operating,Private
amBX,operating,Public
Telit Wireless Solutions,operating,Public
Mobile Action,operating,Private
Switchfly,operating,Public
Microvi Biotechnologies,operating,Public
J-Kan,operating,Private
Curbside,operating,Private
Kallik,operating,Public
Geosense,operating,Private
C-way,operating,Private
Goods Platform,closed,Public
Enbrite.ly,operating,Public
Broadway Networks,closed,Private
Five Delta,operating,Public
Algae International Group,operating,Private
Catfoxtail,operating,Public
GLAMSQUAD,operating,Public
Reata Pharmaceuticals,operating,Private
DateMyFamily.com,closed,Private
Phonitive - Touchalize,closed,Private
Toured,operating,Private
China Precision Technology,operating,Private
CanadaStays.com,operating,Private
Candescent Healing,operating,Public
Zenring,closed,Private
HandUp PBC,operating,Private
UnFlete.com,operating,Public
Newsreps,operating,Private
Aware Labs,operating,Private
Tailwind,operating,Private
Local ID,operating,Public
CCRM,operating,Public
DonorPath,operating,Private
Kriibs !,closed,Public
Green Highland Renewables,operating,Private
Retalika,closed,Public
ShutterCal,operating,Public
ITpreneurs,operating,Public
Mobile Complete,closed,Private
Skyroam,operating,Public
OpenHatch,operating,Private
Driversiti,operating,Private
Tonara,operating,Public
Protea Biosciences Group,operating,Private
Onkos Surgical,operating,Public
RILOS,operating,Private
HasGeek,operating,Public
One Signal,operating,Public
Voyant Technologies,operating,Public
NaHere,operating,Private
Cyrba,operating,Public
Virtual Instruments Corporation,operating,Public
Handa Pharmaceuticals,operating,Public
CIDCO,closed,Private
Syntonic,operating,Private
RECLO,operating,Public
Arius Research,operating,Public
TrabajoPanel,operating,Private
Scripped,operating,Private
Woods Hole Oceanographic Institute,operating,Private
Carmudi,operating,Private
LifeWave,operating,Public
Newgen Payments,operating,Private
AR Devices,operating,Private
Harvest Exchange,operating,Public
Sookasa,operating,Private
Vigour.io,operating,Private
Kickanotch mobile,operating,Private
Trapster,operating,Private
Entellium,closed,Private
